,CATAID,WHAN classification,BPT classification
6128,24412,SF,SF
6129,24413,sAGN,unclassified
6130,24414,sAGN,unclassified
6131,24415,unclassified,unclassified
6132,24416,SF,SF
6133,24417,SF,unclassified
6134,24418,unclassified,unclassified
6135,24419,sAGN,composite
6136,24420,unclassified,unclassified
6137,24421,sAGN,seyfert
6138,24422,SF,SF
6139,24423,unclassified,unclassified
6140,24424,SF,SF
6141,24425,retired,unclassified
6142,24426,unclassified,unclassified
6143,24427,sAGN,SF
6144,24428,unclassified,unclassified
6145,24429,retired,unclassified
6146,24430,sAGN,composite
6147,24431,retired,LINERs
6148,24432,unclassified,unclassified
6149,24433,retired,unclassified
6150,24434,sAGN,LINERs
6151,24435,retired,unclassified
6152,24436,sAGN,SF
6153,24437,retired,unclassified
6154,24438,SF,unclassified
6155,24439,SF,SF
6156,24440,SF,unclassified
6157,24441,wAGN,unclassified
6158,24442,sAGN,composite
6159,24443,unclassified,unclassified
6160,24444,passive,composite
6161,24445,SF,SF
6162,24446,SF,unclassified
6163,24447,sAGN,unclassified
6164,24448,SF,unclassified
6165,24449,SF,unclassified
6166,24450,wAGN,seyfert
6167,24451,retired,unclassified
6168,24452,SF,unclassified
6169,24453,SF,SF
6170,24454,unclassified,composite
6171,24455,unclassified,unclassified
6172,24456,retired,unclassified
6173,24457,wAGN,composite
6174,24458,SF,SF
6175,24459,unclassified,unclassified
6176,24460,SF,SF
6177,24461,SF,SF
6178,24462,unclassified,unclassified
6179,24463,SF,unclassified
6180,24464,SF,unclassified
6181,24465,retired,LINERs
6182,24466,retired,unclassified
6183,24467,SF,SF
6184,24468,SF,SF
6185,24469,SF,SF
6186,24470,retired,unclassified
6187,24471,retired,unclassified
6188,24472,sAGN,composite
6189,24473,SF,SF
6190,24474,SF,SF
6191,24475,SF,SF
6192,24476,SF,unclassified
6193,24477,wAGN,unclassified
6194,24478,sAGN,unclassified
6195,24479,SF,SF
6196,24480,sAGN,unclassified
6197,24481,SF,SF
6198,24482,retired,unclassified
6199,24483,retired,LINERs
6200,24484,sAGN,seyfert
6201,24485,SF,SF
6202,24486,SF,composite
6203,24487,SF,SF
6204,24488,SF,SF
6205,24489,SF,SF
6206,24490,SF,SF
6207,24491,SF,SF
6208,24492,retired,unclassified
6209,24493,wAGN,unclassified
6210,24494,SF,SF
6211,24495,SF,seyfert
6212,24496,retired,SF
6213,24497,SF,SF
6214,24498,sAGN,SF
6215,24499,sAGN,composite
6216,24500,SF,unclassified
6217,24501,sAGN,unclassified
6218,24502,sAGN,composite
6219,24503,SF,composite
6220,24504,SF,SF
6221,24505,unclassified,unclassified
6222,24506,retired,composite
6223,24507,sAGN,seyfert
6224,24508,SF,SF
6225,24509,retired,unclassified
6226,24510,retired,seyfert
6227,24511,wAGN,composite
6228,24512,retired,LINERs
6229,24513,SF,unclassified
6230,24514,unclassified,unclassified
6231,24515,sAGN,composite
6232,24516,retired,unclassified
6233,24517,retired,unclassified
6234,24518,SF,SF
6235,24519,SF,SF
6236,24520,SF,SF
6237,24521,SF,SF
6238,24522,SF,unclassified
6239,24523,unclassified,unclassified
6240,24524,SF,SF
6241,24525,SF,SF
6242,24526,SF,SF
6243,24527,SF,SF
6244,24528,SF,unclassified
6245,24529,SF,SF
6246,24530,SF,SF
6247,24531,wAGN,composite
6248,24532,SF,unclassified
6249,24533,unclassified,unclassified
6250,24534,unclassified,unclassified
6251,24535,SF,unclassified
6252,24536,SF,SF
6253,24537,SF,SF
6254,24538,SF,SF
6255,24539,retired,unclassified
6256,24540,SF,composite
6257,24541,SF,SF
6258,24542,unclassified,unclassified
6259,24543,unclassified,unclassified
6260,24544,sAGN,SF
6261,24545,SF,composite
6262,24546,SF,unclassified
6263,24547,wAGN,unclassified
6264,24548,SF,SF
6265,24549,retired,composite
6266,24550,sAGN,unclassified
6267,24551,retired,LINERs
6268,24552,SF,unclassified
6269,24553,unclassified,unclassified
6270,24554,SF,SF
6271,24555,SF,SF
6272,24556,SF,SF
6273,24557,SF,SF
6274,24558,SF,SF
6275,24559,SF,seyfert
6276,24560,unclassified,unclassified
6277,24561,sAGN,composite
6278,24562,retired,unclassified
6279,24563,sAGN,seyfert
6280,24564,SF,composite
6281,24565,SF,SF
6282,24566,sAGN,composite
6283,24567,SF,SF
6284,24568,unclassified,unclassified
6285,24569,retired,composite
6286,24570,sAGN,composite
6287,24571,SF,SF
6288,24572,retired,unclassified
6289,24573,SF,SF
6290,24574,unclassified,unclassified
6291,24575,SF,unclassified
6292,24576,SF,SF
6293,24577,SF,SF
6294,24578,SF,SF
6295,24579,retired,LINERs
6296,24580,retired,unclassified
6297,24581,SF,SF
6298,24582,SF,SF
6299,24583,SF,unclassified
6300,24584,retired,unclassified
6301,24585,SF,SF
6302,24586,unclassified,unclassified
6303,24587,SF,unclassified
6304,24588,unclassified,unclassified
6305,24589,sAGN,composite
6306,24590,SF,SF
6307,24591,SF,SF
6308,24592,sAGN,composite
6309,24593,retired,unclassified
6310,24594,retired,composite
6311,24595,SF,unclassified
6312,24596,sAGN,composite
6313,24597,SF,unclassified
6314,24598,retired,SF
6315,24599,retired,unclassified
6316,24600,retired,unclassified
6317,24601,SF,composite
6318,24602,SF,unclassified
6319,24603,sAGN,unclassified
6320,24604,unclassified,unclassified
6321,24605,wAGN,SF
6322,24606,retired,LINERs
6323,24607,unclassified,unclassified
6324,24608,SF,SF
6325,24609,retired,unclassified
6326,24610,unclassified,unclassified
6327,24611,SF,SF
6328,24612,wAGN,SF
6329,24613,SF,SF
6330,24614,retired,SF
6331,24615,retired,LINERs
6332,24616,unclassified,unclassified
6333,24617,SF,unclassified
6334,24618,SF,SF
6335,24619,unclassified,unclassified
6336,24620,retired,unclassified
6337,24621,sAGN,composite
6338,24622,unclassified,unclassified
6339,24623,retired,LINERs
6340,24624,SF,SF
6341,24625,unclassified,unclassified
6342,24626,retired,unclassified
6343,24627,retired,seyfert
6344,24628,SF,SF
6345,24629,SF,SF
6346,24630,SF,SF
6347,24631,SF,composite
6348,24632,sAGN,composite
6349,24633,SF,unclassified
6350,24634,sAGN,SF
6351,24635,SF,composite
6352,24636,wAGN,unclassified
6353,24637,SF,SF
6354,24638,sAGN,SF
6355,24639,SF,unclassified
6356,24640,SF,SF
6357,24641,sAGN,SF
6358,24642,SF,SF
6359,24643,unclassified,unclassified
6360,24644,SF,unclassified
6361,24645,SF,SF
6362,24646,sAGN,seyfert
6363,24647,sAGN,unclassified
6364,24648,retired,unclassified
6365,24649,retired,SF
6366,24650,retired,LINERs
6367,24651,retired,unclassified
6368,24652,wAGN,unclassified
6369,24653,SF,composite
6370,24654,unclassified,unclassified
6371,24655,retired,unclassified
6372,24656,sAGN,unclassified
6373,24657,SF,SF
6374,24658,SF,SF
6375,24659,sAGN,composite
6376,24660,SF,SF
6377,24661,SF,SF
6378,24662,unclassified,unclassified
6379,24663,SF,unclassified
6380,24664,SF,SF
6381,24665,sAGN,composite
6382,24666,sAGN,composite
6383,24667,SF,composite
6384,24668,SF,composite
6385,24669,retired,unclassified
6386,24670,sAGN,composite
6387,24671,SF,unclassified
6388,24672,retired,unclassified
6389,24673,unclassified,unclassified
6390,24674,retired,LINERs
6391,24675,retired,LINERs
6392,24676,SF,SF
6393,24677,SF,SF
6394,24678,SF,SF
6395,24679,SF,SF
6396,24680,SF,SF
6397,24681,SF,SF
6398,24682,wAGN,LINERs
6399,24683,sAGN,SF
6400,24684,retired,SF
6401,24685,SF,composite
6402,24686,retired,unclassified
6403,24687,wAGN,composite
6404,24688,retired,LINERs
6405,24689,retired,SF
6406,24690,retired,unclassified
6407,24691,retired,LINERs
6408,24692,SF,SF
6409,24693,unclassified,unclassified
6410,24694,SF,SF
6411,24695,sAGN,unclassified
6412,24696,sAGN,unclassified
6413,24698,SF,SF
6414,24699,retired,unclassified
6415,24700,retired,LINERs
6416,24701,unclassified,unclassified
6417,24702,SF,SF
6418,24703,sAGN,composite
6419,24704,sAGN,composite
6420,24707,SF,SF
6421,24708,SF,SF
6422,24709,unclassified,SF
6423,24710,retired,unclassified
6424,24711,SF,SF
6425,24713,SF,SF
6426,24714,retired,composite
6427,24715,SF,SF
6428,24716,SF,SF
6429,24717,sAGN,seyfert
6430,24718,SF,SF
6431,24719,SF,SF
6432,24720,SF,SF
6433,24721,retired,LINERs
6434,28601,retired,unclassified
6435,28603,unclassified,unclassified
6436,28606,SF,SF
6437,28607,retired,composite
6438,28608,sAGN,seyfert
6439,28609,unclassified,unclassified
6440,28610,sAGN,seyfert
6441,28611,SF,seyfert
6442,28612,SF,unclassified
6443,28613,unclassified,unclassified
6444,28614,wAGN,unclassified
6445,28615,sAGN,unclassified
6446,28616,unclassified,unclassified
6447,28617,SF,seyfert
6448,28618,retired,LINERs
6449,28619,retired,composite
6450,28620,SF,SF
6451,28621,SF,SF
6452,28622,SF,SF
6453,28623,SF,SF
6454,28624,SF,SF
6455,28625,SF,SF
6456,28626,unclassified,unclassified
6457,28627,retired,composite
6458,28628,unclassified,unclassified
6459,28629,SF,composite
6460,28630,retired,unclassified
6461,28631,SF,SF
6462,28632,SF,unclassified
6463,28633,sAGN,unclassified
6464,28634,unclassified,unclassified
6465,28635,SF,composite
6466,28636,unclassified,unclassified
6467,28637,SF,SF
6468,28638,SF,SF
6469,28639,SF,SF
6470,28640,SF,unclassified
6471,28641,unclassified,unclassified
6472,28642,sAGN,composite
6473,28643,SF,unclassified
6474,28644,unclassified,unclassified
6475,28645,unclassified,unclassified
6476,28646,retired,composite
6477,28647,retired,LINERs
6478,28648,sAGN,composite
6479,28649,SF,seyfert
6480,28650,SF,SF
6481,28651,sAGN,seyfert
6482,28652,unclassified,unclassified
6483,28653,SF,SF
6484,28654,retired,composite
6485,28655,SF,unclassified
6486,28656,SF,SF
6487,28657,SF,SF
6488,28658,SF,SF
6489,28659,SF,SF
6490,28660,SF,SF
6491,28661,unclassified,unclassified
6492,28662,retired,SF
6493,28663,retired,unclassified
6494,28664,SF,SF
6495,28665,unclassified,unclassified
6496,28666,SF,SF
6497,28667,SF,composite
6498,28668,sAGN,LINERs
6499,28669,SF,unclassified
6500,28670,retired,unclassified
6501,28671,SF,SF
6502,28672,SF,SF
6503,28673,unclassified,unclassified
6504,28674,unclassified,unclassified
6505,28675,retired,unclassified
6506,28676,SF,SF
6507,28677,SF,SF
6508,28678,unclassified,unclassified
6509,28679,wAGN,composite
6510,28680,sAGN,composite
6511,28681,SF,SF
6512,28682,retired,LINERs
6513,28683,SF,SF
6514,28684,unclassified,unclassified
6515,28685,unclassified,unclassified
6516,28686,SF,SF
6517,28687,SF,SF
6518,28688,unclassified,composite
6519,28689,SF,SF
6520,28690,SF,SF
6521,28691,SF,SF
6522,28692,retired,unclassified
6523,28693,SF,unclassified
6524,28694,SF,SF
6525,28695,SF,SF
6526,28696,SF,SF
6527,28697,sAGN,composite
6528,28698,wAGN,composite
6529,28699,SF,SF
6530,28700,SF,composite
6531,28701,unclassified,unclassified
6532,28702,retired,composite
6533,28703,retired,unclassified
6534,28704,unclassified,unclassified
6535,28705,SF,SF
6536,28706,wAGN,unclassified
6537,28707,sAGN,composite
6538,28708,wAGN,unclassified
6539,28709,unclassified,unclassified
6540,28710,SF,SF
6541,28711,sAGN,composite
6542,28712,SF,composite
6543,28713,passive,unclassified
6544,28714,retired,LINERs
6545,28715,unclassified,unclassified
6546,28716,sAGN,composite
6547,28717,unclassified,unclassified
6548,28718,SF,unclassified
6549,28719,wAGN,LINERs
6550,28720,sAGN,LINERs
6551,28721,unclassified,unclassified
6552,28722,unclassified,unclassified
6553,28723,wAGN,composite
6554,28724,sAGN,composite
6555,28725,unclassified,unclassified
6556,28726,unclassified,unclassified
6557,28727,unclassified,unclassified
6558,28728,sAGN,composite
6559,28729,SF,SF
6560,28730,SF,SF
6561,28731,SF,SF
6562,28732,SF,SF
6563,28733,sAGN,composite
6564,28734,SF,unclassified
6565,28735,SF,unclassified
6566,28736,SF,SF
6567,28737,retired,SF
6568,28738,wAGN,composite
6569,28739,retired,seyfert
6570,28740,SF,unclassified
6571,28741,SF,SF
6572,28742,sAGN,seyfert
6573,28743,SF,SF
6574,28744,unclassified,unclassified
6575,28745,SF,SF
6576,28746,SF,SF
6577,28747,SF,SF
6578,28748,SF,SF
6579,28749,sAGN,composite
6580,28750,SF,unclassified
6581,28751,unclassified,unclassified
6582,28752,SF,SF
6583,28753,sAGN,seyfert
6584,28754,retired,LINERs
6585,28755,SF,unclassified
6586,28756,SF,SF
6587,28757,SF,unclassified
6588,28758,sAGN,composite
6589,28759,SF,composite
6590,28760,unclassified,unclassified
6591,28761,SF,SF
6592,28762,sAGN,composite
6593,28763,retired,unclassified
6594,28764,retired,unclassified
6595,28765,SF,SF
6596,28766,wAGN,composite
6597,28767,SF,SF
6598,28768,retired,LINERs
6599,28769,wAGN,composite
6600,28770,SF,SF
6601,28771,retired,unclassified
6602,28772,SF,SF
6603,28773,SF,SF
6604,28774,sAGN,composite
6605,28775,unclassified,unclassified
6606,28776,SF,SF
6607,28777,SF,SF
6608,28778,retired,composite
6609,28779,unclassified,unclassified
6610,28780,SF,SF
6611,28781,sAGN,seyfert
6612,28782,retired,unclassified
6613,28783,SF,SF
6614,28784,unclassified,unclassified
6615,28785,SF,SF
6616,28786,SF,composite
6617,28787,unclassified,unclassified
6618,28788,retired,unclassified
6619,28789,SF,SF
6620,28790,sAGN,composite
6621,28791,retired,SF
6622,28792,unclassified,unclassified
6623,28793,SF,SF
6624,28794,SF,SF
6625,28795,SF,unclassified
6626,28796,retired,LINERs
6627,28797,SF,unclassified
6628,28798,SF,SF
6629,28799,SF,SF
6630,28800,sAGN,composite
6631,28801,SF,SF
6632,28802,SF,SF
6633,28803,SF,SF
6634,28804,SF,SF
6635,28805,unclassified,unclassified
6636,28806,SF,SF
6637,28807,sAGN,composite
6638,28808,wAGN,composite
6639,28809,wAGN,unclassified
6640,28810,retired,unclassified
6641,28811,retired,LINERs
6642,28812,SF,SF
6643,28813,unclassified,unclassified
6644,28814,wAGN,seyfert
6645,28815,SF,SF
6646,28816,wAGN,unclassified
6647,28817,SF,SF
6648,28818,sAGN,LINERs
6649,28819,SF,SF
6650,28820,SF,SF
6651,28821,SF,composite
6652,28822,SF,SF
6653,28823,unclassified,unclassified
6654,28824,SF,SF
6655,28825,wAGN,LINERs
6656,28826,SF,unclassified
6657,28827,unclassified,unclassified
6658,28828,sAGN,composite
6659,28829,SF,SF
6660,28830,unclassified,unclassified
6661,28831,SF,seyfert
6662,28832,SF,SF
6663,28833,retired,LINERs
6664,28834,unclassified,unclassified
6665,28835,SF,SF
6666,28836,sAGN,composite
6667,28837,sAGN,composite
6668,28838,SF,SF
6669,28839,retired,LINERs
6670,28840,wAGN,composite
6671,28841,unclassified,unclassified
6672,28842,sAGN,composite
6673,28843,SF,SF
6674,28844,unclassified,unclassified
6675,28845,SF,unclassified
6676,28846,retired,LINERs
6677,28848,sAGN,composite
6678,28849,SF,composite
6679,28850,unclassified,unclassified
6680,28851,passive,unclassified
6681,28852,SF,SF
6682,28853,SF,unclassified
6683,28854,SF,composite
6684,28855,SF,SF
6685,28856,SF,composite
6686,28857,retired,unclassified
6687,28858,retired,unclassified
6688,28859,SF,SF
6689,28860,unclassified,unclassified
6690,28861,SF,unclassified
6691,28862,sAGN,composite
6692,28863,retired,unclassified
6693,28864,SF,unclassified
6694,28865,retired,unclassified
6695,28866,SF,SF
6696,28867,SF,SF
6697,28868,SF,SF
6698,28869,SF,SF
6699,28870,SF,SF
6700,28871,SF,unclassified
6701,28872,retired,composite
6702,30148,sAGN,composite
6703,30149,unclassified,unclassified
6704,30150,SF,SF
6705,30151,unclassified,unclassified
6706,30152,unclassified,unclassified
6707,30153,SF,unclassified
6708,30154,unclassified,unclassified
6709,30155,unclassified,unclassified
6710,30156,SF,SF
6711,30157,sAGN,composite
6712,30158,unclassified,unclassified
6713,30159,unclassified,unclassified
6714,30160,unclassified,unclassified
6715,30161,unclassified,unclassified
6716,30162,unclassified,unclassified
6717,30163,unclassified,unclassified
6718,30164,sAGN,LINERs
6719,30165,unclassified,unclassified
6720,30166,retired,unclassified
6721,30167,retired,LINERs
6722,30168,unclassified,unclassified
6723,30169,SF,SF
6724,30170,SF,SF
6725,30171,unclassified,unclassified
6726,30172,sAGN,composite
6727,30173,unclassified,unclassified
6728,30174,SF,SF
6729,30175,sAGN,unclassified
6730,30176,wAGN,composite
6731,30177,passive,unclassified
6732,30178,SF,composite
6733,30179,SF,SF
6734,30180,SF,SF
6735,30181,unclassified,unclassified
6736,30182,retired,unclassified
6737,30183,SF,SF
6738,30184,unclassified,unclassified
6739,30185,sAGN,unclassified
6740,30186,retired,composite
6741,30187,retired,unclassified
6742,30188,unclassified,unclassified
6743,30189,SF,SF
6744,30190,SF,composite
6745,30191,sAGN,composite
6746,30192,sAGN,composite
6747,30193,retired,unclassified
6748,30194,SF,SF
6749,30195,sAGN,composite
6750,30196,unclassified,unclassified
6751,30197,SF,SF
6752,30198,SF,unclassified
6753,30199,sAGN,seyfert
6754,30200,SF,SF
6755,30201,SF,unclassified
6756,30202,passive,unclassified
6757,30203,unclassified,unclassified
6758,30204,SF,unclassified
6759,30205,SF,SF
6760,30206,wAGN,composite
6761,30207,retired,unclassified
6762,30208,SF,SF
6763,30209,unclassified,unclassified
6764,30210,sAGN,composite
6765,30211,retired,composite
6766,30212,SF,composite
6767,30213,sAGN,composite
6768,100000,SF,SF
6769,100001,SF,SF
6770,100002,retired,unclassified
6771,100003,sAGN,composite
6772,100004,unclassified,unclassified
6773,100005,SF,SF
6774,100006,unclassified,unclassified
6775,100007,SF,SF
6776,100008,SF,SF
6777,100009,SF,unclassified
6778,100010,SF,SF
6779,100011,SF,SF
6780,100012,SF,composite
6781,100013,SF,SF
6782,100014,retired,composite
6783,100015,SF,SF
6784,100016,retired,LINERs
6785,100017,unclassified,unclassified
6786,100018,SF,SF
6787,100019,sAGN,seyfert
6788,100020,SF,SF
6789,100021,SF,SF
6790,100022,sAGN,composite
6791,100023,sAGN,unclassified
6792,100024,SF,SF
6793,100025,sAGN,composite
6794,100026,SF,SF
6795,100027,unclassified,unclassified
6796,100028,SF,SF
6797,100029,unclassified,unclassified
6798,100030,sAGN,unclassified
6799,100031,unclassified,unclassified
6800,100032,wAGN,unclassified
6801,100033,SF,SF
6802,100034,sAGN,unclassified
6803,100035,unclassified,unclassified
6804,100036,unclassified,unclassified
6805,100037,sAGN,composite
6806,100038,unclassified,unclassified
6807,100039,retired,SF
6808,100040,SF,SF
6809,100041,SF,SF
6810,100042,SF,unclassified
6811,100043,SF,SF
6812,100044,SF,unclassified
6813,100045,unclassified,unclassified
6814,100046,SF,SF
6815,100047,unclassified,unclassified
6816,100048,SF,SF
6817,100049,SF,SF
6818,100050,retired,unclassified
6819,100051,unclassified,unclassified
6820,100052,retired,unclassified
6821,100053,wAGN,unclassified
6822,100054,SF,SF
6823,100055,unclassified,unclassified
6824,100056,SF,SF
6825,100057,unclassified,unclassified
6826,100058,SF,SF
6827,100059,sAGN,composite
6828,100060,SF,SF
6829,100061,retired,composite
6830,100062,SF,SF
6831,100063,unclassified,unclassified
6832,100064,unclassified,unclassified
6833,100065,unclassified,unclassified
6834,100066,retired,LINERs
6835,100067,sAGN,seyfert
6836,100068,unclassified,unclassified
6837,100069,sAGN,composite
6838,100070,unclassified,unclassified
6839,100071,SF,SF
6840,100072,retired,unclassified
6841,100073,sAGN,SF
6842,100074,sAGN,seyfert
6843,100075,retired,SF
6844,100076,unclassified,unclassified
6845,100077,SF,SF
6846,100078,SF,composite
6847,100079,SF,SF
6848,100080,sAGN,composite
6849,100081,retired,LINERs
6850,100082,SF,SF
6851,100083,SF,SF
6852,100084,SF,SF
6853,100085,retired,unclassified
6854,100086,SF,SF
6855,100087,sAGN,composite
6856,100088,SF,SF
6857,100089,SF,SF
6858,100090,retired,unclassified
6859,100091,wAGN,unclassified
6860,100092,unclassified,unclassified
6861,100093,sAGN,composite
6862,100094,unclassified,unclassified
6863,100095,SF,SF
6864,100096,wAGN,composite
6865,100097,SF,unclassified
6866,100098,unclassified,unclassified
6867,100099,unclassified,unclassified
6868,100100,SF,SF
6869,100101,passive,LINERs
6870,100102,unclassified,unclassified
6871,100103,retired,unclassified
6872,100104,sAGN,SF
6873,100105,SF,SF
6874,100106,SF,SF
6875,100107,SF,SF
6876,100108,SF,SF
6877,100109,SF,SF
6878,100110,unclassified,unclassified
6879,100111,SF,unclassified
6880,100112,unclassified,unclassified
6881,100113,retired,unclassified
6882,100114,wAGN,seyfert
6883,100115,unclassified,unclassified
6884,100116,sAGN,seyfert
6885,100117,unclassified,unclassified
6886,100118,SF,SF
6887,100119,retired,LINERs
6888,100120,SF,SF
6889,100121,unclassified,unclassified
6890,100122,SF,SF
6891,100123,SF,unclassified
